id,title,isPartOf,publicationYear,doi,docType,provider,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,wordCount,pageCount,outputFormat
ark://27927/pgh1hf51dmk,A note on Hamilton's principle for perfect fluids,Journal of Fluid Mechanics,1970,10.1017/S0022112070001660,article,portico,1970-10-21,1,44,http://doi.org/10.1017/S0022112070001660,Francis P. Bretherton,Cambridge University Press,eng,19,31,,4878,13,unigram; bigram; trigram
http://www.jstor.org/stable/20535603,Back Matter,Proceedings of the American Mathematical Society,2008,,article,jstor,2008-10-01,10,136,http://www.jstor.org/stable/20535603,,American Mathematical Society,eng,,,,3120,7,unigram; bigram; trigram
ark://27927/phxczfb0mw,The structure of connected LP‐groups with finite‐dimensional Lie algebra Dedicated to the 25th Anniversary of the G.D.R.,Mathematische Nachrichten,1974,10.1002/mana.3210620107,article,portico,1974-01-01,1,62,http://doi.org/10.1002/mana.3210620107,G. Czichowski,"John Wiley & Sons, Inc.",eng,77,81,,2307,5,unigram; bigram; trigram
ark://27927/phwh8q95b,Second‐order finite element method and its practical application in charged particle optics,Journal of Microscopy,1995,10.1111/j.1365-2818.1995.tb03629.x,article,portico,1995-08-01,2,179,http://doi.org/10.1111/j.1365-2818.1995.tb03629.x,E. MUNRO; X. ZHU,"John Wiley & Sons, Inc.",eng,170,180,,4427,11,unigram; bigram; trigram
http://www.jstor.org/stable/23772605,"Symbol addition by monkeys provides evidence for normalized
                            quantity coding",Proceedings of the National Academy of Sciences of the United States of America,2014,,article,jstor,2014-05-06,18,111,http://www.jstor.org/stable/23772605,Margaret S. Livingstone; Warren W. Pettine; Krishna Srihasam; Brandon Moore; Istvan A. Morocz; Daeyeol Lee,National Academy of Sciences,eng,6822,6827,,11338,6,unigram; bigram; trigram
ark://27927/phxb1tkmpq,Elektronenhypothese und Theorie des Magnetismus,Annalen der Physik,1902,10.1002/andp.19023140906,article,portico,1902-01-01,9,314,http://doi.org/10.1002/andp.19023140906,W. Voigt,"John Wiley & Sons, Inc.",eng,115,146,,9588,32,unigram; bigram; trigram
ark://27927/pgk11sz5jzv,Orbit growth for algebraic flip systems,Ergodic Theory and Dynamical Systems,2014,10.1017/etds.2014.38,article,portico,2014-08-07,8,35,http://doi.org/10.1017/etds.2014.38,RICHARD MILES,Cambridge University Press,eng,2613,2631,,8805,19,unigram; bigram; trigram
ark://27927/phz2kx47skc,Reaction Time for the Amendment of a Response,Quarterly Journal of Experimental Psychology,1949,10.1080/17470214908416763,article,portico,1949-10-01,4,1,http://doi.org/10.1080/17470214908416763,W. E. Hick,SAGE Publications,eng,175,179,,1825,5,unigram; bigram; trigram
http://www.jstor.org/stable/43736735,SOME OPEN PROBLEMS IN HIGHER DIMENSIONAL COMPLEX ANALYSIS AND COMPLEX DYNAMICS,Publicacions Matemàtiques,2001,,article,jstor,2001-01-01,2,45,http://www.jstor.org/stable/43736735,John Erik Fornæss; Nessim Sibony,Universitat Autònoma de Barcelona,eng,529,547,,6993,19,unigram; bigram; trigram
ark://27927/pbd6cj642s,5 System Dynamics,Fundamentals of Fluid Power ControlFundamentals of Fluid Power Control,2009,10.1017/CBO9781139175241.006,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781139175241.006,John Watton,Cambridge University Press,eng,209,322,,36680,114,unigram; bigram; trigram
http://www.jstor.org/stable/1575871,Review Article,Leonardo,1992,,article,jstor,1992-01-01,3/4,25,http://www.jstor.org/stable/1575871,Giorgio Careri,The MIT Press,eng,387,388,,2059,2,unigram; bigram; trigram
ark://27927/pbd6b8vd72,References,Rigidity in Higher Rank Abelian Group ActionsRigidity in Higher Rank Abelian Group Actions,2009,10.1017/CBO9780511803550.008,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511803550.008,Anatole Katok; Viorel Niţică,Cambridge University Press,eng,302,310,,3495,9,unigram; bigram; trigram
http://www.jstor.org/stable/1993558,p-Adic Groups of Transformations,Transactions of the American Mathematical Society,1961,,article,jstor,1961-06-01,3,99,http://www.jstor.org/stable/1993558,G. E. Bredon; Frank Raymond; R. F. Williams,American Mathematical Society,eng,488,498,,5296,11,unigram; bigram; trigram
ark://27927/pgg1rvbczbt,CHOICE AS A FUNCTION OF REINFORCEMENT RATIOS IN DELAYED MATCHING TO SAMPLE,Journal of the Experimental Analysis of Behavior,1996,10.1901/jeab.1996.66-11,article,portico,1996-07-01,1,66,http://doi.org/10.1901/jeab.1996.66-11,Josef A. Hartl; Edmund Fantino,"John Wiley & Sons, Inc.",eng,11,27,,10808,17,unigram; bigram; trigram
ark://27927/phxd030knq,Finite‐difference solution of scattering (TE case) using exact mesh termination,Microwave and Optical Technology Letters,1995,10.1002/mop.4650100118,article,portico,1995-09-01,1,10,http://doi.org/10.1002/mop.4650100118,T. K. Sarkar; T. Roy; A. R. Djordjevic,"John Wiley & Sons, Inc.",eng,56,59,,2877,4,unigram; bigram; trigram
ark://27927/phz5xmdjdpc,Model‐based identification of injector aging in common rail fuel systems,Proceedings in Applied Mathematics and Mechanics,2018,10.1002/pamm.201800236,article,portico,2018-12-01,1,18,http://doi.org/10.1002/pamm.201800236,Issue Editor: M. Ulbrich; Daniel Rixen; Oliver Hofmann; Issue Editor: G. Müller,"John Wiley & Sons, Inc.",eng,n/a,n/a,,1461,2,unigram; bigram; trigram
ark://27927/phzhf16zxm7,ETS volume 40 Issue 11 Cover and Back matter,Ergodic Theory and Dynamical Systems,2020,10.1017/etds.2019.99,article,portico,2020-11-01,11,40,http://doi.org/10.1017/etds.2019.99,,Cambridge University Press,eng,b1,b2,,1797,2,unigram; bigram; trigram
ark://27927/pgg1rzjb60c,TRANSITIVITY AS A PROPERTY OF CHOICE,Journal of the Experimental Analysis of Behavior,1972,10.1901/jeab.1972.18-389,article,portico,1972-11-01,3,18,http://doi.org/10.1901/jeab.1972.18-389,Douglas J. Navarick; Edmund Fantino,"John Wiley & Sons, Inc.",eng,389,401,,7568,13,unigram; bigram; trigram
ark://27927/phxbw7ccp3,Ringförmiges Inductionsnormale,Annalen der Physik,1897,10.1002/andp.18972991323,article,portico,2026-01-01,13,299,http://doi.org/10.1002/andp.18972991323,I. Fröhlich,"John Wiley & Sons, Inc.",eng,142,153,,3225,12,unigram; bigram; trigram
ark://27927/phz1d9zfr33,The electron‐spin–nuclear‐spin interaction studied by polarized neutron scattering,Acta Crystallographica. Section A: Foundations of Crystallography,2007,10.1107/S0108767307043759,article,portico,2007-11-01,6,63,http://doi.org/10.1107/S0108767307043759,Heinrich B. Stuhrmann,"John Wiley & Sons, Inc.",eng,455,464,,6726,10,unigram; bigram; trigram
ark://27927/phzbztfdpn2,-adic Mahler measure and -covers of links,Ergodic Theory and Dynamical Systems,2020,10.1017/etds.2018.35,article,portico,2020-01-01,1,40,http://doi.org/10.1017/etds.2018.35,JUN UEKI,Cambridge University Press,eng,272,288,,9039,17,unigram; bigram; trigram
http://www.jstor.org/stable/3845039,Volume Information,Transactions of the American Mathematical Society,2004,,article,jstor,2004-12-01,12,356,http://www.jstor.org/stable/3845039,,American Mathematical Society,eng,,,,7519,20,unigram; bigram; trigram
http://www.jstor.org/stable/2042233,Fibered Stable Compacta have Finite Homotopy Type,Proceedings of the American Mathematical Society,1978,,article,jstor,1978-08-01,1,71,http://www.jstor.org/stable/2042233,Ross Geoghegan,American Mathematical Society,eng,123,129,,2842,7,unigram; bigram; trigram
http://www.jstor.org/stable/25190427,Biped Walking Robots Created at Waseda University: WL and WABIAN Family,"Philosophical Transactions: Mathematical, Physical and Engineering Sciences",2007,,article,jstor,2007-01-15,1850,365,http://www.jstor.org/stable/25190427,Hun-ok Lim; Atsuo Takanishi,The Royal Society,eng,49,64,,6270,16,unigram; bigram; trigram
ark://27927/phz6g7cvfn3,NEW CONCEPTS IN THE DESIGN OF HIGH FIELD SYSTEMS,Journal de Physique Colloques,1984,10.1051/jphyscol:1984103,article,portico,1984-01-01,C1,45,http://doi.org/10.1051/jphyscol:1984103,H.-J. Schneider-Muntau,EDP Sciences,eng,C1-15,C1-22,,5865,8,unigram; bigram; trigram
http://www.jstor.org/stable/2048099,The Construction of Global Attractors,Proceedings of the American Mathematical Society,1990,,article,jstor,1990-10-01,2,110,http://www.jstor.org/stable/2048099,Marcy Barge; Joe Martin,American Mathematical Society,eng,523,525,,1088,3,unigram; bigram; trigram
http://www.jstor.org/stable/108397,A Mathematical Theory of Magnetism. Continuation of Part I,Philosophical Transactions of the Royal Society of London,1851,,article,jstor,1851-01-01,,141,http://www.jstor.org/stable/108397,William Thomson,The Royal Society,eng,269,285,,7612,17,unigram; bigram; trigram; fullText
ark://27927/phx64b1d7zb,Further Studies of the Attentional Response of Humans and Squirrel Monkeys to Visual Patterns,Perceptual and Motor Skills,1967,10.2466/pms.1967.25.2.397,article,portico,1967-10-01,2,25,http://doi.org/10.2466/pms.1967.25.2.397,Larry T. Brown,SAGE Publications,eng,397,406,,5159,10,unigram; bigram; trigram
http://www.jstor.org/stable/2037792,Homeomorphism Groups of Weak Solenoidal Spaces,Proceedings of the American Mathematical Society,1971,,article,jstor,1971-04-01,1,28,http://www.jstor.org/stable/2037792,"James T. Rogers, Jr.; Jeffrey L. Tollefson",American Mathematical Society,eng,242,246,,2106,5,unigram; bigram; trigram
http://www.jstor.org/stable/188387,"Explanation, Invariance, and Intervention",Philosophy of Science,1997,,article,jstor,1997-12-01,,64,http://www.jstor.org/stable/188387,Jim Woodward,The University of Chicago Press,eng,S26,S41,,7022,16,unigram; bigram; trigram
ark://27927/pgh32jdn499,A high-performance computing procedure for the evaluation of 3D coils inductance,COMPEL: The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,2015,10.1108/COMPEL-03-2014-0070,article,portico,2015-01-05,1,34,http://doi.org/10.1108/COMPEL-03-2014-0070,"DrAhmed Masmoudi,Andrea GaetanoChiariello,AlessandroFormisano,RaffaeleMartone",Emerald Group Publishing,eng,248,260,,5584,13,unigram; bigram; trigram
ark://27927/phxczbc05c,On the Stokes and Navier‐Stokes System for Domains with Noncompact Boundary in Lq‐spaces,Mathematische Nachrichten,1994,10.1002/mana.19941700106,article,portico,1994-01-01,1,170,http://doi.org/10.1002/mana.19941700106,Reinhard Farwig; Hermann Sohr,"John Wiley & Sons, Inc.",eng,53,77,,11503,25,unigram; bigram; trigram
ark://27927/phxczg8pnk,On the structure of connected locally compact groups,Mathematische Nachrichten,1976,10.1002/mana.19760750118,article,portico,1976-01-01,1,75,http://doi.org/10.1002/mana.19760750118,G. Czichowski; H. Boseck,"John Wiley & Sons, Inc.",eng,247,254,,4310,8,unigram; bigram; trigram
ark://27927/phx4nc1fxjz,A Four-Phase Control Scheme of an Anti-Skid Brake System for all Road Conditions,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",1992,10.1243/PIME_PROC_1992_206_188_02,article,portico,1992-10-01,4,206,http://doi.org/10.1243/PIME_PROC_1992_206_188_02,C-Y Kuo; E C Yeh,SAGE Publications,eng,275,283,,6462,9,unigram; bigram; trigram
http://www.jstor.org/stable/2032964,The Existence of Widely Connected and Biconnected Semigroups,Proceedings of the American Mathematical Society,1960,,article,jstor,1960-04-01,2,11,http://www.jstor.org/stable/2032964,Paul M. Swingle,American Mathematical Society,eng,243,248,,2601,6,unigram; bigram; trigram
http://www.jstor.org/stable/2032845,A Plane Continuum no Two of Whose Non-Degenerate Subcontinua are Homeomorphic: An Application of Inverse Limits,Proceedings of the American Mathematical Society,1959,,article,jstor,1959-06-01,3,10,http://www.jstor.org/stable/2032845,R. D. Anderson; Gustave Choquet,American Mathematical Society,eng,347,353,,3405,7,unigram; bigram; trigram
ark://27927/pgj2xkwhzz,Invariant measures for higher-rank hyperbolic abelian actions,Ergodic Theory and Dynamical Systems,1996,10.1017/S0143385700009081,article,portico,1996-08-01,4,16,http://doi.org/10.1017/S0143385700009081,A. Katok; R. J. Spatzier,Cambridge University Press,eng,751,778,,15247,28,unigram; bigram; trigram
ark://27927/pgk28rt0pqf,On a Modified Form of Navier-Stokes Equations for Three-Dimensional Flows,The Scientific World Journal,2015,10.1155/2015/692494,article,portico,2015-03-30,null,2015,http://doi.org/10.1155/2015/692494,J. Venetis; Ajda Fošner,Hindawi,eng,1,,,7572,9,unigram; bigram; trigram
ark://27927/phx9zs3vkr,The optimal control of a periodic adsorber: Part II. Theory,AIChE Journal,1972,10.1002/aic.690180619,article,portico,1972-11-01,6,18,http://doi.org/10.1002/aic.690180619,Robert H. Kadlec; Daniel E. Kowler,"John Wiley & Sons, Inc.",eng,1212,1219,,6659,8,unigram; bigram; trigram
http://www.jstor.org/stable/1995924,Using Flows to Construct Hilbert Space Factors of Function Spaces,Transactions of the American Mathematical Society,1971,,article,jstor,1971-11-01,,161,http://www.jstor.org/stable/1995924,James Keesling,American Mathematical Society,eng,1,24,,13682,24,unigram; bigram; trigram
ark://27927/pbd6g0b4kv,Embedding and knotting of manifolds in Euclidean spaces,Surveys in Contemporary MathematicsSurveys in Contemporary Mathematics,2009,10.1017/CBO9780511666315.008,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511666315.008,Nicholas Young; Yemon Choi,Cambridge University Press,eng,248,342,,33534,95,unigram; bigram; trigram
ark://27927/phx2t7096v7,Analysis of leakage field and current non-uniformity for HTS transformer windings using three dimension coupled field-circuit approach,COMPEL: The International Journal for Computation and Mathematics in Electrical and Electronic Engineering,2017,10.1108/COMPEL-04-2016-0150,article,portico,2017-01-03,1,36,http://doi.org/10.1108/COMPEL-04-2016-0150,Li Zhuyong; Hong Zhiyong; Jin Zhijian; Hu Daoyu,Emerald Group Publishing,eng,320,331,,4399,12,unigram; bigram; trigram
http://www.jstor.org/stable/2000845,Fixed Points of Arc-Component-Preserving Maps,Transactions of the American Mathematical Society,1988,,article,jstor,1988-03-01,1,306,http://www.jstor.org/stable/2000845,Charles L. Hagopian,American Mathematical Society,eng,411,420,,5031,10,unigram; bigram; trigram
ark://27927/pbd6b9zm45,Index,Electromagnetics for High-Speed Analog and Digital Communication CircuitsElectromagnetics for High-Speed Analog and Digital Communication Circuits,2009,,chapter,portico,2009-01-01,,,,Ali M. Niknejad,Cambridge University Press,eng,445,452,,2742,8,unigram; bigram; trigram
ark://27927/phx7w9phqc,Topological Aspects of the Berry Phase,Fortschritte der Physik,1996,10.1002/prop.2190440403,article,portico,1996-01-01,4,44,http://doi.org/10.1002/prop.2190440403,D. Banerjee,"John Wiley & Sons, Inc.",eng,323,370,,20104,48,unigram; bigram; trigram
http://www.jstor.org/stable/37597,Circular Dichroism as a Measure of Superhelix Density: A Theoretical Study,"Philosophical Transactions of the Royal Society of London. Series A, Mathematical and Physical Sciences",1985,,article,jstor,1985-04-25,,1526,http://www.jstor.org/stable/37597,Alexandra J. MacDermott,The Royal Society,eng,453,505,,22897,53,unigram; bigram; trigram
http://www.jstor.org/stable/2045086,Homogeneous Circle-Like Continua,Proceedings of the American Mathematical Society,1983,,article,jstor,1983-09-01,,1,http://www.jstor.org/stable/2045086,Wayne Lewis,American Mathematical Society,eng,163,168,,3315,6,unigram; bigram; trigram
ark://27927/pgk1gfhj8pk,Micro-gravity: current distributions creating a uniform force field,The European Physical Journal - Applied Physics,2001,10.1051/epjap:2001121,article,portico,2001-02-15,2,13,http://doi.org/10.1051/epjap:2001121,A. Dael; A. Colteu; C. Gourdin; A. Mailfert; L. Quettier; O. Vincent-Viry,EDP Sciences,eng,121,123,,1503,3,unigram; bigram; trigram
ark://27927/phx5d0q1tsk,Achieving Quality and Reliability,Proceedings of the Institution of Mechanical Engineers,1974,10.1243/PIME_PROC_1974_188_022_02,article,portico,1974-06-01,1,188,http://doi.org/10.1243/PIME_PROC_1974_188_022_02,A. D. S. Carter,SAGE Publications,eng,201,213,,10738,13,unigram; bigram; trigram
ark://27927/pbd6cj648w,6 Control Systems,Fundamentals of Fluid Power ControlFundamentals of Fluid Power Control,2009,10.1017/CBO9781139175241.007,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781139175241.007,John Watton,Cambridge University Press,eng,323,420,,30083,98,unigram; bigram; trigram
ark://27927/pghbxqkxrq,An Operational Matrix Based on Legendre Polynomials for Solving Fuzzy Fractional-Order Differential Equations,Abstract and Applied Analysis,2013,10.1155/2013/505903,article,portico,2013-06-18,null,2013,http://doi.org/10.1155/2013/505903,Ali Ahmadian; Soheil Salahshour; Dumitru Baleanu; Mohamed Suleiman,Hindawi,eng,,,,22143,29,unigram; bigram; trigram
ark://27927/pc015brxd9,A new tabu search method for continuous parameter optimization: application to design problems in electromagnetic,European Transactions on Electrical Power,2005,10.1002/etep.99,article,portico,2005-11-01,6,15,http://doi.org/10.1002/etep.99,S. Brisset; P. Brochet; O. Hajji; A. Masmoudi,"John Wiley & Sons, Inc.",eng,527,540,,5017,14,unigram; bigram; trigram
ark://27927/phxb03fdc9,Automatic verification of sequential control systems using temporal logic,AIChE Journal,1992,10.1002/aic.690380107,article,portico,1992-01-01,1,38,http://doi.org/10.1002/aic.690380107,Il Moon; Edmund M. Clarke; Jerry R. Burch; Gary J. Powers,"John Wiley & Sons, Inc.",eng,67,75,,6692,9,unigram; bigram; trigram
ark://27927/pgj2t9ns7c,Quadrupole field geometries for intense electron beam acceleration,Laser and Particle Beams,1996,10.1017/S0263034600010193,article,portico,1996-09-01,3,14,http://doi.org/10.1017/S0263034600010193,Stanley Humphries Jr,Cambridge University Press,eng,519,528,,3731,10,unigram; bigram; trigram
ark://27927/phxdk9gdz5,Calculation of the capacitance matrix of a nonperiodical sequence of drift tubes of varying dimensions with roundings in a circular shield,Microwave and Optical Technology Letters,1996,10.1002/(SICI)1098-2760(19961220)13:6<329::AID-MOP7>3.0.CO;2-N,article,portico,1996-12-20,6,13,http://doi.org/10.1002/(SICI)1098-2760(19961220)13:6<329::AID-MOP7>3.0.CO;2-N,Elena Guseva; Victor Naidenko,"John Wiley & Sons, Inc.",eng,327,335,,6691,9,unigram; bigram; trigram
ark://27927/phxd0bh2gh,"Multi‐turn, printed surface coil inductance, and Q optimization",Magnetic Resonance in Medicine,1993,10.1002/mrm.1910290318,article,portico,1993-03-01,3,29,http://doi.org/10.1002/mrm.1910290318,Ahmad Raad; Dr. Siew Kan,"John Wiley & Sons, Inc.",eng,396,397,,1452,2,unigram; bigram; trigram
ark://27927/phzkqxcgr9n,Profinite detection of 3-manifold decompositions,Compositio Mathematica,2019,10.1112/S0010437X1800787X,article,portico,2019-01-07,2,155,http://doi.org/10.1112/S0010437X1800787X,Pavel Zalesskii; Henry Wilton,Cambridge University Press,eng,246,259,,6984,15,unigram; bigram; trigram
ark://27927/phx5d113rx5,Steam-turbine casing flanges: A three-dimensional photoelastic study,The Journal of Strain Analysis for Engineering Design,1971,10.1243/03093247V063193,article,portico,1971-07-01,3,6,http://doi.org/10.1243/03093247V063193,D J White; S Snell; H W McKenzie,SAGE Publications,eng,193,203,,6563,11,unigram; bigram; trigram
http://www.jstor.org/stable/26411485,AN ABELIAN GROUP ASSOCIATED WITH TOPOLOGICAL DYNAMICS,The Rocky Mountain Journal of Mathematics,2015,,article,jstor,2015-01-01,5,45,http://www.jstor.org/stable/26411485,KAZUHIRO KAWAMURA,Rocky Mountain Mathematics Consortium,eng,1457,1470,,4315,14,unigram; bigram; trigram
ark://27927/pbd6d5vc73,2 Theoretical background,Nuclear Magnetic Resonance and RelaxationNuclear Magnetic Resonance and Relaxation,2009,10.1017/CBO9780511524226.003,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9780511524226.003,Brian Cowan,Cambridge University Press,eng,20,45,,7493,26,unigram; bigram; trigram
ark://27927/pf1zmn1wrd,Unitary representations of wavelet groups and encoding of iterated function systems in solenoids,Ergodic Theory and Dynamical Systems,2009,10.1017/S0143385708000904,article,portico,2009-12-01,6,29,http://doi.org/10.1017/S0143385708000904,PALLE E. T. JORGENSEN; DORIN ERVIN DUTKAY; GABRIEL PICIOROAGA,Cambridge University Press,eng,1815,1852,,20240,38,unigram; bigram; trigram
http://www.jstor.org/stable/26242119,A New Method of Computing Vorticity and Divergence,Bulletin of the American Meteorological Society,1953,,article,jstor,1953-02-01,2,34,http://www.jstor.org/stable/26242119,Roderick D. Graham,American Meteorological Society,eng,68,74,,3814,7,unigram; bigram; trigram
ark://27927/pgg1rzm3shz,THE SYMMETRICAL LAW OF EFFECT AND THE MATCHING RELATION IN CHOICE BEHAVIOR,Journal of the Experimental Analysis of Behavior,1978,10.1901/jeab.1978.29-37,article,portico,1978-01-01,1,29,http://doi.org/10.1901/jeab.1978.29-37,Joseph Farley; Edmund Fantino,"John Wiley & Sons, Inc.",eng,37,60,,13311,24,unigram; bigram; trigram
ark://27927/phx68kvmxcc,A NONSTATIONARY DYNAMIC PROBLEM ON THE EFFECTS OF SURFACE LOADS ON A HALF-SPACE WITH A NANOSIZED STRUCTURE WITHIN THE FRAMEWORK OF THE COSSERAT MEDIUM MODEL,Nanomechanics Science and Technology: An International Journal,2017,,article,portico,2017-01-01,1,7,,A. S. Okonechnikov; Lev N. Rabinskiy; D. V. Tarlakovskii; G. V. Fedotenkov,Begell House,eng,61,75,,5107,15,unigram; bigram; trigram
ark://27927/pbd1kwkdrd7,ATTRACTIONS,A Treatise on Analytical Statics,2009,10.1017/CBO9781139237239.003,chapter,portico,2009-01-01,,,https://doi.org/10.1017/CBO9781139237239.003,Edward John Routh,Cambridge University Press,eng,1,262,,125148,262,unigram; bigram; trigram
ark://27927/phx4n13kb1k,Elastic Stresses in Single Mitred Bends,Journal of Mechanical Engineering Science,1963,10.1243/JMES_JOUR_1963_005_042_02,article,portico,1963-12-01,4,5,http://doi.org/10.1243/JMES_JOUR_1963_005_042_02,W. C. Emmerson; B. S. Owen,SAGE Publications,eng,303,324,,12824,22,unigram; bigram; trigram
http://www.jstor.org/stable/3619397,Review Article,The Mathematical Gazette,1990,,article,jstor,1990-06-01,468,74,http://www.jstor.org/stable/3619397,Philip Maher,Mathematical Association,eng,189,191,,1969,3,unigram; bigram; trigram
http://www.jstor.org/stable/2668842,A Direct Integral Decomposition of the Wavelet Representation,Proceedings of the American Mathematical Society,2001,,article,jstor,2001-10-01,10,129,http://www.jstor.org/stable/2668842,Lek-Heng Lim; Judith A. Packer; Keith F. Taylor,American Mathematical Society,eng,3057,3067,,5189,11,unigram; bigram; trigram
ark://27927/pgk2wzt5zmn,Inverse and forward dynamics of N-3RPS manipulator with lockable joints,Robotica,2014,10.1017/S0263574714002355,article,portico,2015-01-02,6,34,http://doi.org/10.1017/S0263574714002355,Mohammad Honarvar; Aria Alasty; Ali Taherifar; Hassan Salarieh,Cambridge University Press,eng,1383,1402,,8701,20,unigram; bigram; trigram
ark://27927/phzbtvrn593,Behavioral momentum and resistance to extinction across repeated extinction tests,Journal of the Experimental Analysis of Behavior,2019,10.1002/jeab.557,article,portico,2019-11-01,3,112,http://doi.org/10.1002/jeab.557,Timothy A. Shahan; Andrew R. Craig; Mary M. Sweeney,"John Wiley & Sons, Inc.",eng,290,309,,11486,20,unigram; bigram; trigram
ark://27927/pgk2ghjq0g5,REPRESENTATION OF MAGNETIC FIELDS BY JUMP THEOREM FOR HARMONIC FORMS,Mathematical Proceedings of the Royal Irish Academy,2008,10.2307/40656963,article,portico,2008-11-01,1,108A,http://doi.org/10.2307/40656963,H. Yamaguchi; U. Cegrell,Royal Irish Academy,eng,7,17,,4256,11,unigram; bigram; trigram
ark://27927/phzb1gsr450,Forced synchronization of quasiperiodic oscillations in a thermoacoustic system,Journal of Fluid Mechanics,2019,10.1017/jfm.2019.680,article,portico,2019-11-25,null,879,http://doi.org/10.1017/jfm.2019.680,Vikrant Gupta; Yu Guan; Minping Wan; Larry K. B. Li,Cambridge University Press,eng,390,421,,18134,32,unigram; bigram; trigram
ark://27927/pgk1ggsx664,Control and stabilization of steady-states in a finite-length ferromagnetic nanowire,"ESAIM: Control, Optimisation and Calculus of Variations",2014,10.1051/cocv/2014028,article,portico,2015-01-14,2,21,http://doi.org/10.1051/cocv/2014028,Yannick Privat; Emmanuel Trélat,EDP Sciences,eng,301,323,,10015,23,unigram; bigram; trigram
ark://27927/phxf2pqh52,Note on the dynamics of development,Quarterly Journal of the Royal Meteorological Society,1947,10.1002/qj.49707331717,article,portico,1947-07-01,317‐318,73,http://doi.org/10.1002/qj.49707331717,N. P. Sellick,"John Wiley & Sons, Inc.",eng,453,455,,1125,3,unigram; bigram; trigram
http://www.jstor.org/stable/2047968,Simply Cyclic Homogeneous Non-Tree-Like Curves Decompose to Solenoids,Proceedings of the American Mathematical Society,1990,,article,jstor,1990-04-01,4,108,http://www.jstor.org/stable/2047968,"James T. Rogers, Jr.",American Mathematical Society,eng,1059,1062,,1671,4,unigram; bigram; trigram
ark://27927/pgg1rv9v79q,THE SHAPE OF SOME WAVELENGTH GENERALIZATION GRADIENTS,Journal of the Experimental Analysis of Behavior,1961,10.1901/jeab.1961.4-31,article,portico,1961-01-01,1,4,http://doi.org/10.1901/jeab.1961.4-31,Donald S. Blough,"John Wiley & Sons, Inc.",eng,31,40,,4124,10,unigram; bigram; trigram
ark://27927/phx4nc1ptc1,Obstacle avoidance of autonomous vehicles based on model predictive control,"Proceedings of the Institution of Mechanical Engineers, Part D: Journal of Automobile Engineering",2009,10.1243/09544070JAUTO1149,article,portico,2009-12-01,12,223,http://doi.org/10.1243/09544070JAUTO1149,K-S Yi; D-W Kim; Y-S Yoon; J-M Park; H J Kim,SAGE Publications,eng,1499,1516,,7697,18,unigram; bigram; trigram
ark://27927/pbd6h2fwcx,List of figures,"Introduction to Radio Frequency Engineering, AnAn Introduction to Radio Frequency Engineering",2009,,chapter,portico,2009-01-01,,,,Christopher Coleman,Cambridge University Press,eng,xi,xx,,2495,10,unigram; bigram; trigram
ark://27927/pgg40kxg3bb,Quantenelektrodynamik überkritischer Felder: Eine Übersicht über Theorie und Experiment,Physikalische Blaetter,1980,10.1002/phbl.19800360713,article,portico,1980-07-01,7,36,http://doi.org/10.1002/phbl.19800360713,G. Soff; P. Gärtner; J. Reinhardt; B. Müller; W. Greiner; W. Betz; U. Müller; J. Kirsch,"John Wiley & Sons, Inc.",eng,192,197,,3614,6,unigram; bigram; trigram
http://www.jstor.org/stable/44723980,Automotive Collision Fires,SAE Transactions,1974,,article,jstor,1974-01-01,,83,http://www.jstor.org/stable/44723980,Derwyn M. Severy; David M. Blaisdell; John F. Kerkhoff,SAE International,eng,3588,3631,,33863,44,unigram; bigram; trigram
ark://27927/pc052gq46j,A subdomain boundary element method for high‐Reynolds laminar flow using stream function‐vorticity formulation,International Journal for Numerical Methods in Fluids,2004,10.1002/fld.776,article,portico,2004-11-20,8,46,http://doi.org/10.1002/fld.776,Leopold Škerget; Matjaž Ramšak,"John Wiley & Sons, Inc.",eng,815,847,,11808,33,unigram; bigram; trigram
http://www.jstor.org/stable/3081046,On the Reality of Gauge Potentials,Philosophy of Science,2001,,article,jstor,2001-12-01,4,68,http://www.jstor.org/stable/3081046,Richard Healey,The University of Chicago Press,eng,432,455,,10597,24,unigram; bigram; trigram
ark://27927/phzjzfkz0cb,Topological optimization of the rotors of permanent magnet synchronous motors,E3S Web of Conferences,2020,10.1051/e3sconf/202022001040,article,portico,2020-12-16,null,220,http://doi.org/10.1051/e3sconf/202022001040,Alfred Safin; S. Dixit; A. Fedyukhin; Timur Petrov,EDP Sciences,eng,,,,1924,3,unigram; bigram; trigram
ark://27927/phx1bvc5v25,Poisson law for some non-uniformly hyperbolic dynamical systems with polynomial rate of mixing,Ergodic Theory and Dynamical Systems,2015,10.1017/etds.2015.28,article,portico,2015-08-10,8,36,http://doi.org/10.1017/etds.2015.28,BENOÎT SAUSSOL; FRANÇOISE PÈNE,Cambridge University Press,eng,2602,2626,,11376,25,unigram; bigram; trigram
