,id
867,ark://27927/phx82tkgv25
868,ark://27927/phxdkgvdxn
869,http://www.jstor.org/stable/2041743
870,ark://27927/phx2hsmr8xx
871,ark://27927/phxb1q6jfz
873,ark://27927/phz61gz8jvb
874,ark://27927/phzks9dr1d2
875,ark://27927/pgj2w4g5mt
876,ark://27927/phx4dfz84zj
877,http://www.jstor.org/stable/1421352
878,ark://27927/pc0d20gc9
879,ark://27927/phxhf167zc
880,ark://27927/phx5c4cxfjc
882,ark://27927/pbd1kwkds3s
883,ark://27927/phx66dt36h6
885,ark://27927/phz6pv67s37
886,ark://27927/phx4dhzhdws
887,ark://27927/phxf6wz7cf
888,http://www.jstor.org/stable/24899096
889,http://www.jstor.org/stable/1194688
890,http://www.jstor.org/stable/2161342
891,ark://27927/pgg1tkppphq
893,http://www.jstor.org/stable/40233363
894,ark://27927/pgg1rv92z35
895,ark://27927/pgj9fcv2q7
896,ark://27927/pgf8chxwh7
897,ark://27927/pbd68z115g
898,http://www.jstor.org/stable/44439186
899,ark://27927/pgj2pn3tt3
900,ark://27927/phzh9j1g7n
901,ark://27927/pf1zmnnhhj
902,http://www.jstor.org/stable/43686063
903,ark://27927/pgg40v686tm
905,ark://27927/pbd6b9zk98
906,ark://27927/phxm6sq7nx
907,ark://27927/phxb1r9z9f
908,http://www.jstor.org/stable/1194169
909,ark://27927/phx191sgx4q
910,http://www.jstor.org/stable/114624
911,ark://27927/pgg32fsf0sf
912,http://www.jstor.org/stable/44236587
913,ark://27927/phx4nc3smwj
914,ark://27927/pgf8jcz5g8
915,ark://27927/phzd3180g4b
918,http://www.jstor.org/stable/1996337
919,ark://27927/phxd0cqsrw
920,ark://27927/phwjk29sxw
921,http://www.jstor.org/stable/44740751
922,http://www.jstor.org/stable/2374189
923,ark://27927/phxdz4xsd4
924,ark://27927/phz6g7cvcb3
925,ark://27927/phx3jspp9dt
926,http://www.jstor.org/stable/26409408
927,ark://27927/pgg1rzr8kfz
928,ark://27927/phx4zv2fwg0
929,ark://27927/phz6pv1v0bn
930,ark://27927/pc054mnqn0
931,ark://27927/pbd6gp3j42
932,ark://27927/pfjz8pkk4
933,ark://27927/phz6pv6zqgd
934,http://www.jstor.org/stable/4097829
935,http://www.jstor.org/stable/41291929
936,ark://27927/phx4dm5s43r
937,http://www.jstor.org/stable/4142403
938,ark://27927/pgk1q6bd0
939,ark://27927/phzdpzwr1q
940,ark://27927/phx84cgwxgn
941,http://www.jstor.org/stable/1996204
942,http://www.jstor.org/stable/23809620
943,http://www.jstor.org/stable/3842449
944,ark://27927/pgf146d2nfc
945,ark://27927/phz2xtmc065
946,ark://27927/phxwv0szqf
947,http://www.jstor.org/stable/24507153
948,ark://27927/pbd98f4cm6
949,ark://27927/pghkg19c6b
950,http://www.jstor.org/stable/24512685
951,ark://27927/phxhcprknt
952,ark://27927/pbd6gfvm61
953,ark://27927/pc047zbxxx
954,ark://27927/phw4t5j8t0
956,ark://27927/phx4nc3sz4k
957,http://www.jstor.org/stable/100899
958,ark://27927/pgg22kpw4qn
959,http://www.jstor.org/stable/1968966
960,ark://27927/pgg1rvc08zj
961,ark://27927/phx4dwnnzc7
962,ark://27927/phx5ts3d5tm
963,ark://27927/phxb1wf0z6
964,ark://27927/pgg1rznkfh0
965,http://www.jstor.org/stable/44718333
966,ark://27927/phx3btvkkcb
967,ark://27927/pbd68z10rs
968,ark://27927/phz6cqq35h8
969,ark://27927/pgj2pd4zq1
970,ark://27927/phw38f5dbn
971,ark://27927/phx1qt5ns42
972,http://www.jstor.org/stable/90590
973,ark://27927/phx4f1x3t1j
974,ark://27927/phz9rdd9dbg
975,ark://27927/phzfm79n46d
976,ark://27927/pgh125xnt71
977,ark://27927/pbd6h4c3cr
978,ark://27927/pgg520w6ft0
979,ark://27927/pbd1ph6hhc5
980,ark://27927/phzkrhtq7fq
982,ark://27927/pgg1bjz6dpf
983,http://www.jstor.org/stable/26463541
984,ark://27927/phx504n90s7
985,ark://27927/phx4n15837t
986,http://www.jstor.org/stable/24901924
987,ark://27927/phw16p4zn24
989,ark://27927/pbd99sppd4
990,http://www.jstor.org/stable/1999085
991,ark://27927/pbd6h2kdjj
992,ark://27927/phx2tb06gtm
993,ark://27927/pgj21tmffpq
994,ark://27927/phz6pv67z71
995,ark://27927/pgk1d2dcn6g
996,ark://27927/phxd0bh03v
997,ark://27927/pghbzgcm5c
998,ark://27927/phznbs9d9
999,http://www.jstor.org/stable/221818
1002,ark://27927/phz5g4qccq9
1004,ark://27927/phxhcv21v9
1005,ark://27927/phxcf639x5
1006,http://www.jstor.org/stable/1999691
1007,http://www.jstor.org/stable/2033669
1008,ark://27927/pgj2tbf8k1
1009,ark://27927/pgg1rzm0rfw
1010,ark://27927/phz6pv8gcjg
1013,http://www.jstor.org/stable/2398236
1014,http://www.jstor.org/stable/24587249
1015,ark://27927/phx1fsk0w4c
1016,http://www.jstor.org/stable/2101246
1018,ark://27927/phx191f5pwd
1019,ark://27927/pgj2cmw0fwn
1020,ark://27927/pghbz2ckf2
1021,ark://27927/phxdm01nd3
1022,ark://27927/phx7hkth82p
1023,ark://27927/phzfnvpfm06
1024,ark://27927/pgg1rv9vcdf
1025,http://www.jstor.org/stable/20535596
1026,ark://27927/phxb1rh9mm
1027,http://www.jstor.org/stable/2155533
1028,ark://27927/phx2gxmxqmc
1029,http://www.jstor.org/stable/20535095
1030,http://www.jstor.org/stable/43921226
1031,ark://27927/phx4f4pmcq6
1032,ark://27927/phw4t0hhjq
1033,ark://27927/pgg1tkgpw42
1034,ark://27927/phz7g1dj065
1035,ark://27927/pc056rm8b1
1036,http://www.jstor.org/stable/3845136
1037,ark://27927/phxbw8n2jp
1039,ark://27927/pgjzffhcnf
1040,ark://27927/pgjb7j0x5z
1041,http://www.jstor.org/stable/2155304
1042,ark://27927/phz6cmcpwdz
1043,ark://27927/pghbttq58r
1044,ark://27927/phz6pw142s4
1045,ark://27927/pgk1gfkn4h3
1046,http://www.jstor.org/stable/2035538
1048,ark://27927/phxf7dfpr8
1050,ark://27927/pc0bhcmcw
1051,ark://27927/phxb1zhpcs
1053,ark://27927/pghh5qx712
1054,ark://27927/phz6jmrkr39
1055,http://www.jstor.org/stable/2044137
1056,http://www.jstor.org/stable/41635476
1057,ark://27927/pbd6j8j82s
1058,ark://27927/pgk2k5gzfmk
1059,ark://27927/pc0bz2jbq
1060,ark://27927/pc0574tb1z
1061,ark://27927/phx7xxs2wcx
1062,ark://27927/pgj2vkn0s7
1063,http://www.jstor.org/stable/2154676
1064,http://www.jstor.org/stable/44554057
1065,ark://27927/phz5qwj3zj0
1066,ark://27927/pgj2vfqsqj
1067,http://www.jstor.org/stable/43519135
1068,http://www.jstor.org/stable/90026411
1069,http://www.jstor.org/stable/44236184
1070,ark://27927/phxb25ggr0
1071,http://www.jstor.org/stable/93668
1072,http://www.jstor.org/stable/2044684
1073,ark://27927/pgh127cj6c4
1074,ark://27927/phz6g7cvftv
1075,ark://27927/pbd6j9q7vv
1077,ark://27927/phzbqgvwshr
1078,ark://27927/pgh1h8h5pgv
1080,http://www.jstor.org/stable/117852
1081,ark://27927/phxm6t280g
1082,http://www.jstor.org/stable/52353
1083,ark://27927/phxb1tb9m6
1084,ark://27927/pc0fk00h0
1085,http://www.jstor.org/stable/2975029
1086,http://www.jstor.org/stable/44236170
1087,ark://27927/phx4dwr74wn
1088,http://www.jstor.org/stable/1993997
1089,ark://27927/phz47tprx1p
1090,ark://27927/phxf373dm8
1094,ark://27927/phz6ckftn1p
1095,ark://27927/phxb1wzxtw
1096,http://www.jstor.org/stable/40998086
1097,ark://27927/pgf147f9smf
1098,http://www.jstor.org/stable/2101971
1099,ark://27927/pghjrfq0wd
1100,ark://27927/phzjm95kq1j
1101,ark://27927/phxf53w5vx
1102,http://www.jstor.org/stable/1970385
1103,ark://27927/phz5zszg6k8
1105,ark://27927/phxb1v6npp
1106,ark://27927/pghbzjq7qn
1107,ark://27927/pgk1gfn06fr
1108,ark://27927/pghc00j4pj
1109,ark://27927/pgg1rtwpjv0
1110,http://www.jstor.org/stable/44422
1111,ark://27927/pbd6bdpskz
1112,ark://27927/pf1k1xnw7s
1113,http://www.jstor.org/stable/1996105
1114,http://www.jstor.org/stable/40590823
1115,ark://27927/phz1fz8r1np
1116,ark://27927/pgg32h1pqnf
1117,ark://27927/pgg1rzj7m4b
1118,ark://27927/phx641vqpxw
1119,ark://27927/phx4gm894ch
1120,ark://27927/phz8bd13v68
1121,http://www.jstor.org/stable/2155225
1122,http://www.jstor.org/stable/3845041
1123,http://www.jstor.org/stable/20161519
1124,http://www.jstor.org/stable/44731243
1125,ark://27927/phx2b2wqknp
1126,http://www.jstor.org/stable/1126015
1127,ark://27927/phw23qf98gj
1128,ark://27927/phz8bbw6hxh
1129,ark://27927/phx5d13w4gp
1130,http://www.jstor.org/stable/53486
1131,ark://27927/phxg5mhpb1
1132,http://www.jstor.org/stable/2693811
1134,ark://27927/pgkz8pzm3p
1135,ark://27927/phw25fkmm4s
1136,http://www.jstor.org/stable/3067495
1137,ark://27927/phz6g7cv1mb
1139,ark://27927/pbd99dc2sj
1140,http://www.jstor.org/stable/24507465
1141,ark://27927/phxcz78g83
1143,ark://27927/phx5d0b18k2
1144,http://www.jstor.org/stable/1969436
1146,ark://27927/phwh3h3hwj
1148,ark://27927/phx7nvcmnq
1149,http://www.jstor.org/stable/2041489
1150,http://www.jstor.org/stable/3506202
1151,http://www.jstor.org/stable/24488983
1152,ark://27927/pgk1fkcw83h
1154,http://www.jstor.org/stable/114451
1155,http://www.jstor.org/stable/3844925
1156,http://www.jstor.org/stable/44237490
1157,ark://27927/pgk1x1jzm
1158,ark://27927/pgj21tjs4xv
1159,http://www.jstor.org/stable/1996992
1160,ark://27927/phx84cm70tt
1161,ark://27927/phx3jskz829
1162,http://www.jstor.org/stable/2162206
1163,http://www.jstor.org/stable/20161675
1165,ark://27927/phzbqgdqft9
1166,ark://27927/phxm6rmj6s
1167,http://www.jstor.org/stable/3597306
1168,ark://27927/phz2cmm6ssg
1169,ark://27927/pgg4sp40r13
1170,ark://27927/phx5qg2rz63
1171,ark://27927/pfj10cmng
1172,http://www.jstor.org/stable/35511
1173,ark://27927/phz4bphd4b5
1174,ark://27927/phxnqv69gf
1175,ark://27927/pbd6fmthhg
1176,http://www.jstor.org/stable/26222953
1177,ark://27927/phx4dk51nw5
1178,http://www.jstor.org/stable/20161546
1179,ark://27927/phx649w9z3r
1180,ark://27927/pc051njdg0
1181,http://www.jstor.org/stable/1996936
1182,http://www.jstor.org/stable/2039872
1183,ark://27927/pbd6gp3j1h
1184,ark://27927/phxbwc80j1
1185,ark://27927/pgg1rzkz89h
1186,ark://27927/pbd6h6b8m5
1187,ark://27927/phzdz4t43j3
1190,http://www.jstor.org/stable/1995966
1191,ark://27927/pgj2vcd5pg
1192,ark://27927/pgj2xmq22d
1193,ark://27927/phxkmwvhs3
1194,ark://27927/pgf147dp04p
1196,ark://27927/phz83qbq6qh
1197,ark://27927/pc0bm1c9s
1198,ark://27927/phw25fkmmn2
1199,ark://27927/pgg1rzpx7t4
1200,ark://27927/phzkrhr2rm5
1201,http://www.jstor.org/stable/1270082
1202,ark://27927/pgg1rzmnsj7
1203,ark://27927/pgh12whsjdw
1204,ark://27927/phz7g1dhzw6
1205,ark://27927/phz6r7dbp6s
1206,http://www.jstor.org/stable/1194208
1207,http://www.jstor.org/stable/2036583
1208,ark://27927/pgh2sxjhzsg
1209,ark://27927/pgjj26tss4
1211,ark://27927/phwsm20pbd
1212,http://www.jstor.org/stable/43302886
1213,ark://27927/pgj445q8hm
1215,ark://27927/pgj2xkw30p
1216,http://www.jstor.org/stable/44239490
1217,http://www.jstor.org/stable/2159366
1218,http://www.jstor.org/stable/1419329
1219,ark://27927/phx1j7p0bmp
1220,ark://27927/pgj2z11cwj
1221,ark://27927/pgg32fsgw2s
1222,ark://27927/pgh1hds7crt
1223,http://www.jstor.org/stable/42912519
1224,ark://27927/phxb1xnmmt
1225,ark://27927/pgj2gg4sd12
1226,http://www.jstor.org/stable/43685599
1227,http://www.jstor.org/stable/1999989
1228,http://www.jstor.org/stable/3845284
1229,ark://27927/pgf8hjg7c3
1231,http://www.jstor.org/stable/23234168
1232,ark://27927/phxf2zz257
1233,http://www.jstor.org/stable/23032771
1234,ark://27927/phx5d09zgfj
1236,ark://27927/phz36k75wkb
1237,ark://27927/pbd6bx5f0t
1238,http://www.jstor.org/stable/24902953
1239,ark://27927/phzd3zrpq88
1240,ark://27927/pfc51fnsw
1241,ark://27927/pgj3fbnvq5
1242,ark://27927/pbd99n8n0d
1243,http://www.jstor.org/stable/43686655
1244,ark://27927/pf217f2977
1245,http://www.jstor.org/stable/2305290
1246,ark://27927/phz2r2488wm
1247,ark://27927/phx4djnxdcp
1248,ark://27927/pc0d84hvf
1249,ark://27927/pc054c8znj
1250,ark://27927/pgk3vqh3vzp
1251,ark://27927/phx5xzc9njs
1252,http://www.jstor.org/stable/20159952
1253,ark://27927/phz13vz17wf
1254,ark://27927/pghjkwd59g
1255,ark://27927/phxb1fjbk9
1256,ark://27927/phzcpnfznf6
1257,ark://27927/pgj2xmz4pt
1258,http://www.jstor.org/stable/1420037
1259,ark://27927/pbd99spjg7
1260,ark://27927/pgkfq1tg1t
1261,ark://27927/pgg1rznfj99
1262,ark://27927/pf1d00zxxc
1263,http://www.jstor.org/stable/44716693
1264,ark://27927/phz2fvj5dv5
1265,ark://27927/phzbqdgngjh
1266,ark://27927/phzgp4v5c23
1267,http://www.jstor.org/stable/24507416
1268,http://www.jstor.org/stable/43698835
1269,http://www.jstor.org/stable/24902929
1270,ark://27927/phxx4nw5qx
1271,ark://27927/pgg3zrjpnj7
1272,http://www.jstor.org/stable/3845239
1273,ark://27927/phx7dcd4ts7
1275,http://www.jstor.org/stable/984549
1276,ark://27927/phx9zzfn77
1277,ark://27927/pc0m4jrdt
1278,http://www.jstor.org/stable/25591993
1279,ark://27927/pbd6gdgqpc
1280,ark://27927/pbd6h32ss5
1281,ark://27927/pgk2nkdwj5t
1282,ark://27927/pc054c6nbn
1283,http://www.jstor.org/stable/188752
1284,ark://27927/pgk2ghm1c31
1285,ark://27927/phzd39gh0p5
1286,ark://27927/pgg1rzrcxrj
1287,ark://27927/pbd6cbmn4z
1288,http://www.jstor.org/stable/2037736
1289,http://www.jstor.org/stable/24507810
1290,ark://27927/pbd69q0h79
1291,ark://27927/phz6pv3p74f
1292,ark://27927/phx3bt751dr
1293,ark://27927/phz4f98h3h9
1294,http://www.jstor.org/stable/2154434
1295,ark://27927/phw4t4rp78
1296,http://www.jstor.org/stable/43420667
1297,ark://27927/pfkq1rj11
1298,ark://27927/pghbz9bg7z
1299,ark://27927/phx649wmp8q
1300,http://www.jstor.org/stable/2159237
1301,ark://27927/phx9737q2m
1302,ark://27927/phx7xnqv8rk
1303,http://www.jstor.org/stable/44721446
1304,http://www.jstor.org/stable/4321173
1305,ark://27927/phx4kq15w8j
1307,http://www.jstor.org/stable/10.1086/516808
1308,ark://27927/phzd1zf93pg
1309,http://www.jstor.org/stable/2155282
1310,http://www.jstor.org/stable/2037145
1311,ark://27927/pbd67vpvts
1312,http://www.jstor.org/stable/2398397
1314,ark://27927/phx7w9jgjh
1315,ark://27927/pc0bnmcgm
1316,http://www.jstor.org/stable/43857223
1317,ark://27927/pgg3ss0c4n4
1318,ark://27927/pgk1ggzbtx2
1319,ark://27927/pc05k05vq5
1321,ark://27927/pbd6f0zfpf
1323,ark://27927/phzf022h9gf
1325,ark://27927/phz4v1smrzq
1326,http://www.jstor.org/stable/2372912
1327,http://www.jstor.org/stable/2042861
1328,http://www.jstor.org/stable/44724770
1329,http://www.jstor.org/stable/23368039
1330,ark://27927/phz667mgckr
1331,ark://27927/phx1htq3f5m
1332,http://www.jstor.org/stable/1997588
1333,ark://27927/pc05451296
1334,ark://27927/phx1gzsn7gc
1335,ark://27927/pbd67wztqr
1336,http://www.jstor.org/stable/44245821
1337,http://www.jstor.org/stable/24902687
1339,ark://27927/phz2h9tz046
1340,ark://27927/phx4nc5n11x
1341,ark://27927/phz7qmg4j8b
1342,ark://27927/phx7xsdnmb
1343,http://www.jstor.org/stable/24511626
1344,ark://27927/pgj445q0sw
1345,ark://27927/phx504q3kpc
1346,ark://27927/pgj21tpsh4n
1347,http://www.jstor.org/stable/2162011
1348,ark://27927/pgj2xks818
1349,http://www.jstor.org/stable/2002857
1350,http://www.jstor.org/stable/2034112
1351,http://www.jstor.org/stable/44650777
1352,ark://27927/pfj0zzv74
1353,ark://27927/phx4dm74bw8
